Id,SalePrice
1461,115699.58166294324
1462,123576.16010703694
1463,173714.28880861134
1464,199306.7948304034
1465,197913.2003671322
1466,185301.99621001503
1467,200292.14065629942
1468,177929.1838139632
1469,210527.959832452
1470,118764.92298103811
1471,207377.43268449174
1472,115685.71887809807
1473,95668.10481881641
1474,151834.9089320026
1475,120228.42905344104
1476,307985.4150390327
1477,245669.1570325743
1478,286592.85479915165
1479,268834.8942185715
1480,379842.70065355836
1481,286955.15705561475
1482,215528.573274335
1483,176981.1467948032
1484,174970.87970871618
1485,210734.63705492404
1486,214487.77965743013
1487,284074.7341791289
1488,258580.77602225658
1489,183612.23649058596
1490,234885.5800840531
1491,213660.30512708647
1492,88437.89631031349
1493,220791.33800762065
1494,287172.20149827446
1495,278257.93536812556
1496,223971.57125124533
1497,167409.66366630606
1498,157691.9966314981
1499,168630.22431785543
1500,157008.579538799
1501,195867.13375765143
1502,151644.462801688
1503,284811.5226298368
1504,250060.35248830472
1505,225672.21068943792
1506,199525.67445597297
1507,246987.15465103346
1508,200285.0021013805
1509,154712.18067512673
1510,143461.4610544335
1511,147628.2418508312
1512,187615.22488137602
1513,164940.61395086173
1514,146062.2489923034
1515,219697.41443478165
1516,164980.0468249449
1517,166894.66905026208
1518,121568.92203329003
1519,242276.38825449836
1520,129844.1808906711
1521,118892.62238675391
1522,205035.51179858285
1523,84401.10126655479
1524,109068.06872394716
1525,96296.70926463709
1526,84201.3071488241
1527,93405.05548975815
1528,156126.8413090374
1529,127014.26205702417
1530,235150.33436641726
1531,146481.06704917667
1532,99821.51405121118
1533,145591.53021965
1534,132759.64297471358
1535,151757.24592214997
1536,100090.99408587615
1537,35662.14643647603
1538,180130.2863157197
1539,231761.99815819308
1540,101842.54059677979
1541,156455.2360579305
1542,138939.0119566511
1543,194463.8626681614
1544,78847.9867080272
1545,138074.064296238
1546,142550.92800485704
1547,144638.13653675688
1548,137795.44628257316
1549,127146.18724882219
1550,129614.40037482174
1551,137529.57999412913
1552,128379.13352421776
1553,146828.9422225164
1554,124030.98095257953
1555,160497.52285456785
1556,80542.6186798918
1557,70261.7590989517
1558,98340.31593943213
1559,61659.19119567063
1560,126282.66484696523
1561,112869.11550165864
1562,121898.61091469869
1563,122409.70657990745
1564,153980.5524503222
1565,137508.74920484715
1566,242493.1538429663
1567,65265.78504702507
1568,220661.8655161074
1569,85063.57618046948
1570,150248.96299446875
1571,121202.10578659375
1572,139521.76808285562
1573,258186.53311317042
1574,123886.8424626604
1575,244771.9839178666
1576,243920.95219666534
1577,201639.26538885536
1578,148501.52201392117
1579,136953.92096832464
1580,212436.276877412
1581,142816.8111523491
1582,130386.67197405256
1583,304767.24743759236
1584,229077.41960720846
1585,157614.1807590291
1586,55909.91137953487
1587,100882.92336228956
1588,146690.91493967932
1589,103415.54323403037
1590,137397.7715514981
1591,63018.999903736054
1592,131817.50484545098
1593,149049.49657094304
1594,123106.29427258437
1595,112524.01870469877
1596,216080.97365864646
1597,172851.47990853584
1598,211476.6018172392
1599,203369.71559698705
1600,187887.84413627826
1601,29787.158470617258
1602,128440.98717843846
1603,54845.45411796577
1604,255421.3372918961
1605,269115.4592348242
1606,169367.8725749033
1607,168369.21207601659
1608,230039.2908094806
1609,200462.47319663526
1610,159937.72526507138
1611,163822.97711136064
1612,163440.76536809013
1613,168620.9286208112
1614,129445.2959166757
1615,54814.81138444401
1616,40537.65832451766
1617,63425.0207421229
1618,114293.07858664042
1619,152799.7681804552
1620,179441.9003815978
1621,138240.8139620385
1622,128434.88204016152
1623,262424.378590242
1624,208474.9839349346
1625,121396.34026582423
1626,194542.33274940983
1627,194791.16690824553
1628,282051.7455446329
1629,201176.36590569082
1630,315268.2892639688
1631,215495.02934343624
1632,232815.15688956785
1633,196811.32568025438
1634,202165.31736920425
1635,197361.97491172235
1636,170970.71625070344
1637,195948.94535144884
1638,215230.2471559702
1639,200916.94460922806
1640,262608.2314472303
1641,202838.06061048713
1642,233471.2043761781
1643,230169.9687812454
1644,236873.43229627307
1645,240474.41186966607
1646,182534.3293041652
1647,178337.3626691436
1648,132346.6168681588
1649,132157.44431220018
1650,119276.12901202752
1651,111662.96277434635
1652,124880.17045865278
1653,123757.7565417036
1654,155587.99119917303
1655,153241.9945806393
1656,144822.62571595167
1657,156216.83400251367
1658,147594.201573377
1659,133752.39053625683
1660,144613.9640115553
1661,369721.6349042526
1662,327239.6897258777
1663,320007.2350090451
1664,412441.33392317337
1665,282914.3025247718
1666,288331.8599981349
1667,308781.9795442147
1668,307870.93037668034
1669,296405.93504009885
1670,307666.46106585674
1671,260092.37815406616
1672,373204.4669032532
1673,287088.28782709455
1674,254860.9171470101
1675,187794.25299261464
1676,198254.97129075532
1677,216037.19303719886
1678,383026.85263283434
1679,315629.724819327
1680,280298.9580248301
1681,245423.4879975652
1682,284240.52688721777
1683,195109.2557518927
1684,209830.9173901549
1685,185982.34282536665
1686,180494.39229780226
1687,189837.72855338105
1688,214027.27241755673
1689,212477.7842538415
1690,224618.98260653578
1691,213171.62843128364
1692,271440.55821627355
1693,189905.2903064934
1694,202921.9011352437
1695,191724.7722842428
1696,279592.8295765789
1697,194506.81723607774
1698,322639.77736901026
1699,292155.9745420909
1700,249365.56571794138
1701,276887.8609644368
1702,252826.13542145956
1703,259033.15438603726
1704,281077.2964396712
1705,241170.50129785924
1706,365479.3917536191
1707,200041.4918160725
1708,204900.5091612041
1709,263495.73010731745
1710,233176.1545135649
1711,274505.1129833432
1712,256572.37661172706
1713,265284.96147894603
1714,224347.90672393516
1715,211148.93772070296
1716,182859.95485611423
1717,197435.51535041607
1718,130317.68764751474
1719,213555.25427543244
1720,245383.97905868362
1721,183674.85324639897
1722,117802.13113892451
1723,169084.1857993158
1724,225458.96775762958
1725,244459.44394628447
1726,188606.49168044399
1727,149758.64215613354
1728,200819.95821371884
1729,170555.36508336687
1730,178311.4694164216
1731,123392.6035319874
1732,120006.57041872689
1733,110943.88310552225
1734,113388.48670085403
1735,133044.5979042023
1736,103223.70155988378
1737,326439.1978767931
1738,237449.20779902372
1739,268279.28195894766
1740,188252.9579851731
1741,189123.46670047008
1742,176236.2053021402
1743,186641.9105354296
1744,298477.46549428324
1745,211699.11500836513
1746,224167.2575355851
1747,225758.1268647227
1748,225518.61436760798
1749,154337.93947914743
1750,153677.68900237372
1751,252763.25714627793
1752,112104.98304539197
1753,148928.03058859846
1754,229072.21841751342
1755,163668.30259664985
1756,146396.70750039956
1757,100039.62009093305
1758,154605.49600931583
1759,181166.52339679748
1760,169185.4819383634
1761,163890.64368899236
1762,162573.85990227805
1763,171123.78484125552
1764,112276.49727993517
1765,191948.69922473677
1766,208625.00792249176
1767,250676.91101977276
1768,140395.786948781
1769,182855.03218540014
1770,162080.27361966344
1771,111155.23694349243
1772,120760.37667201995
1773,108520.79573261295
1774,144062.28349668393
1775,145948.16668133636
1776,141890.32657340053
1777,102423.50336015131
1778,143934.82565092435
1779,121579.8102094247
1780,198427.71648987825
1781,116315.30517042568
1782,50946.760516270995
1783,131860.9007356842
1784,88035.75142450142
1785,110351.57662278507
1786,156317.62681765645
1787,171657.2735227144
1788,14877.292184282094
1789,100984.32580363331
1790,45072.18346002442
1791,207580.53496179753
1792,166438.68995797425
1793,162097.64791052532
1794,182651.5930141725
1795,126942.45543607301
1796,134998.02287779306
1797,145067.3327163288
1798,104300.38793289103
1799,107959.54538225615
1800,108718.38557928684
1801,97454.83160230936
1802,163553.34182061
1803,167525.66108720447
1804,132747.7115573238
1805,150448.5447303804
1806,136262.31734580733
1807,181122.44519379595
1808,122978.4448663292
1809,108563.03212951287
1810,148229.06569168158
1811,48636.40163802891
1812,88919.09973307769
1813,116212.00065525551
1814,81510.90110921348
1815,24675.87716464768
1816,92736.99366212136
1817,99308.18712597876
1818,147803.76723524556
1819,129340.9485874027
1820,41244.959623076255
1821,121179.0216188333
1822,162067.8815274611
1823,17835.410130766686
1824,132730.49408936012
1825,138088.17161374015
1826,96929.77484983252
1827,101718.75622280221
1828,137399.2522792205
1829,166153.09039185243
1830,158133.16129950876
1831,182494.01828459674
1832,106341.30143497116
1833,159101.01938820258
1834,129150.89261584345
1835,107589.17731749499
1836,120500.9685027774
1837,79547.46223661467
1838,109873.67530109419
1839,83994.2592083388
1840,147905.4414902015
1841,143552.04732855828
1842,90733.31160575012
1843,117026.07243481954
1844,131849.99094675877
1845,136378.85136513878
1846,147772.62379799946
1847,150557.37720798585
1848,3764.9857792973053
1849,128386.9607157316
1850,120950.42637700669
1851,147182.63506553485
1852,125899.10906421347
1853,121396.75698971341
1854,184606.13174913102
1855,158075.96057356405
1856,239441.78243241576
1857,135936.77176784677
1858,139818.41118676006
1859,128767.32759539224
1860,162811.33923524758
1861,127818.0107609916
1862,298638.6810983373
1863,296909.86468188744
1864,296926.19925987744
1865,316657.18855148926
1866,313008.16264785663
1867,238735.42944022827
1868,284307.25695961923
1869,231078.66109253885
1870,250289.73333001486
1871,246396.77704916173
1872,180700.97449758346
1873,228242.40552777657
1874,147493.89934725338
1875,214534.95759819332
1876,213010.39378425293
1877,226634.40302402969
1878,218294.18685699184
1879,112854.51414982765
1880,150286.80587141588
1881,240316.78956880886
1882,249032.76071386295
1883,202421.9880351564
1884,209484.4385761181
1885,259433.32822330273
1886,273270.86297540064
1887,241926.26557454048
1888,291372.25036736135
1889,175106.11296355142
1890,108998.1983419885
1891,148040.19471817417
1892,73636.29852488241
1893,134240.86869057838
1894,94231.58602262521
1895,155155.64948806446
1896,123345.91496124817
1897,116623.53653401043
1898,121169.84596547228
1899,148482.9173291379
1900,155779.4818784492
1901,169774.73890125437
1902,140599.64808738418
1903,220203.46362802503
1904,132555.7123240193
1905,190165.81265104492
1906,159518.73793128226
1907,200869.28161152045
1908,134187.86439057672
1909,157887.51970517472
1910,138544.46606158768
1911,218168.10173155204
1912,286646.1758752533
1913,170610.21780985128
1914,53108.103883850854
1915,254787.0214563685
1916,27067.601513848174
1917,262378.13131178776
1918,147928.39463306544
1919,192018.04845509492
1920,176370.50063238922
1921,328779.92064409447
1922,295284.91526837996
1923,219263.80466476385
1924,220072.25451397384
1925,228337.18429123086
1926,331867.9667409735
1927,124199.33073624666
1928,166886.79713222687
1929,105094.75776609429
1930,134521.8736444451
1931,142782.5918105028
1932,142807.04454518994
1933,146691.0264860047
1934,189978.63351333886
1935,187876.76867387444
1936,189674.08707029652
1937,192832.9461158755
1938,182328.39135299192
1939,240088.99806958484
1940,196396.52973190835
1941,185670.06884453585
1942,202981.24611847848
1943,205206.75501414784
1944,278496.1436353645
1945,328932.3507752151
1946,167174.1580064674
1947,270086.85288063646
1948,174465.7967647945
1949,254763.20453503914
1950,213196.09762470215
1951,269949.0219838505
1952,226379.47891103313
1953,201991.47299449972
1954,220704.8902724469
1955,133396.97497009882
1956,305853.05342327966
1957,176636.40315327444
1958,299223.14875644515
1959,136528.94547647843
1960,92107.47199014714
1961,121832.72263689619
1962,112187.63250338845
1963,123390.56245795195
1964,106036.53073639271
1965,136793.57170208124
1966,153341.73205479817
1967,271104.1991836454
1968,331794.1640250229
1969,326561.6934817608
1970,337758.2435681436
1971,387423.94822353893
1972,329042.2257641859
1973,271706.4717211942
1974,294512.9305048543
1975,414169.7728888218
1976,292123.54419332277
1977,329599.39806037303
1978,292621.8727967618
1979,293741.5710081931
1980,184034.32449755585
1981,297291.12537521357
1982,231110.7988516693
1983,211241.38838278712
1984,186125.79573298246
1985,245866.312358303
1986,243661.94952302286
1987,203855.54066590732
1988,187130.2203824108
1989,211130.91877325997
1990,228236.92328486592
1991,221486.07352596323
1992,243365.6978517084
1993,206138.71286933217
1994,247980.00625305553
1995,202549.28362803906
1996,277466.33064392
1997,281089.06462901947
1998,293769.4478968249
1999,267862.13736043684
2000,289706.85590590234
2001,263471.8519967089
2002,257520.57623139326
2003,260551.42923235125
2004,281061.7296923087
2005,236411.39794042613
2006,217221.12769321096
2007,258777.40108621842
2008,226705.2847134904
2009,199686.5351713074
2010,214583.3495747447
2011,155987.79288904648
2012,186758.4571050608
2013,175423.48450219748
2014,191451.91552927392
2015,203752.79344933596
2016,198649.49155323114
2017,204499.2223239618
2018,113580.47517338605
2019,133686.39558019023
2020,77908.40629993798
2021,95118.23645504331
2022,187024.16598585714
2023,136120.13966290024
2024,273298.1919600337
2025,325401.22251799447
2026,181476.95505429548
2027,156139.87139963987
2028,170853.0780352035
2029,173850.56342743617
2030,264171.9237087071
2031,252287.11441754107
2032,238322.38547585043
2033,256825.33877205988
2034,182040.5157100507
2035,241270.80192755046
2036,227653.217749667
2037,230623.43241007824
2038,295029.3519273433
2039,215063.20505681983
2040,341969.58094423055
2041,264001.861343757
2042,209960.76038873824
2043,166380.67080002464
2044,191441.58539671358
2045,204166.13938478928
2046,129982.36356168543
2047,134099.033472036
2048,141633.5765322696
2049,125640.48503396672
2050,183289.3666022597
2051,121203.95939253992
2052,137192.22059943946
2053,141894.77462387132
2054,70010.06861957698
2055,153582.93497834634
2056,147604.96314931475
2057,102973.94280895521
2058,207705.85856251162
2059,140486.69276361843
2060,193156.38489834708
2061,194929.79674076056
2062,117732.51903473982
2063,110974.56153945858
2064,121855.87292183889
2065,116698.96000757627
2066,182181.82177471207
2067,131141.68202570197
2068,128277.43525854405
2069,76586.7610435444
2070,96475.57885552617
2071,76380.42313747737
2072,149325.4074425134
2073,133279.77372901794
2074,170201.17572353594
2075,151207.12321242248
2076,125836.4081344034
2077,123002.60858819191
2078,106222.6352248016
2079,145978.0783123849
2080,127027.55820653052
2081,120401.6683568547
2082,92287.21284012508
2083,138657.49930795934
2084,94901.08907735883
2085,108068.3285352916
2086,167614.42204111314
2087,135006.93223798065
2088,104103.16633617459
2089,71809.20270150364
2090,120434.15191518422
2091,60810.80496418965
2092,148826.7992839322
2093,128234.56315653608
2094,129407.4051163015
2095,130297.87243380165
2096,84717.08153831982
2097,76803.35212761117
2098,142694.4029438065
2099,17554.509047343163
2100,48203.21065580414
2101,107778.98859816161
2102,146325.600015942
2103,97159.34695966425
2104,135310.93393515423
2105,110542.84207673534
2106,30117.498040423845
2107,210367.19576560997
2108,125734.46976576559
2109,103618.81677524257
2110,129102.51546317432
2111,174046.7145518388
2112,129736.75106687425
2113,118724.44048573193
2114,118302.32923474535
2115,157240.38714805688
2116,123334.28155574249
2117,149882.2694083918
2118,138962.02579488093
2119,109376.43384694937
2120,120273.10682864324
2121,83649.58220923785
2122,84548.94259712962
2123,111717.03100435482
2124,189402.8163097913
2125,131676.37226927537
2126,152667.77042145282
2127,153730.62765025196
2128,131025.86278769234
2129,119811.35566249886
2130,126551.85770996823
2131,179671.8356965942
2132,131534.88673767308
2133,142188.11770999548
2134,139610.18576098024
2135,122252.30864020414
2136,20797.364606130403
2137,106744.92405884573
2138,136526.6553536842
2139,160811.5635450742
2140,140998.55221636663
2141,153825.58351983316
2142,116945.25877937814
2143,136908.7944903269
2144,92237.09197774925
2145,136513.58523930353
2146,181235.77971149213
2147,144689.18504062493
2148,165383.16749210283
2149,129845.94674613327
2150,232651.31783299218
2151,141721.3358406485
2152,156518.65909167402
2153,195509.49902229197
2154,95123.46605448495
2155,150005.3798052118
2156,267678.7680249021
2157,246718.09711388522
2158,233985.56092447485
2159,220833.7768931205
2160,194081.56628788984
2161,256439.9038195389
2162,360121.04039614904
2163,318004.823134301
2164,246508.61935710046
2165,205150.37215273827
2166,157285.93774449592
2167,224506.048622231
2168,201837.07870286936
2169,201736.23257871997
2170,213578.93328884267
2171,158469.21511614043
2172,133828.5832403414
2173,201150.44320816803
2174,241459.02587929438
2175,301708.92588254274
2176,292420.75725895585
2177,241589.8376957723
2178,232008.59960017377
2179,150939.26558429003
2180,244543.09458386828
2181,200175.3341044197
2182,225502.1359834189
2183,195479.45159211103
2184,131209.13939551124
2185,124190.67238991079
2186,166914.62486274284
2187,164051.55300866452
2188,166817.9579107873
2189,273220.9851643387
2190,61788.704512418946
2191,62240.50165000418
2192,40968.798723025946
2193,98543.37875407585
2194,99212.01025351346
2195,85949.78096459247
2196,77503.62609202496
2197,95629.64888618444
2198,176603.32779176882
2199,197938.39330104622
2200,162208.02444532304
2201,150023.28750121314
2202,209630.09086883976
2203,130668.21055364609
2204,151291.23675015802
2205,109319.93299461948
2206,147386.87253646716
2207,201705.17928528902
2208,255321.8978625429
2209,190579.14315594942
2210,136884.40979080333
2211,140120.88354752655
2212,122834.43174061761
2213,82969.82727428619
2214,132807.07158111082
2215,99119.47376790387
2216,141297.90448040818
2217,23357.926568834577
2218,75290.36603013123
2219,78875.86824993743
2220,47208.039183711866
2221,254856.08706076024
2222,238431.58149012318
2223,286038.62002649973
2224,238980.6591523029
2225,135273.86177142372
2226,185187.84685280058
2227,220809.51461855508
2228,274628.5976933185
2229,240163.28177835513
2230,150215.6080450453
2231,211805.08545474196
2232,200732.4497762688
2233,187562.0199467279
2234,255783.14295866154
2235,213802.2629765015
2236,259305.37428331003
2237,297955.5033363588
2238,253416.1007782116
2239,119736.03054022719
2240,167946.95785900578
2241,128907.49687265616
2242,98207.58594033634
2243,109812.70208636275
2244,89689.95119026187
2245,91826.96106919553
2246,146744.52971436898
2247,116228.81507738377
2248,121957.17939831805
2249,120679.80356262531
2250,133519.37360186875
2251,110813.68238213612
2252,195655.44555928255
2253,171626.86923544854
2254,190136.53624489065
2255,216696.97589999205
2256,193433.27439149516
2257,205771.84070112975
2258,184977.41619460518
2259,189180.47068206966
2260,161329.76108682388
2261,203515.84859752562
2262,214615.13421436842
2263,315128.5236661895
2264,377290.5431433455
2265,142302.67376654956
2266,257218.39107552636
2267,328826.9254267472
2268,357355.47929005907
2269,172537.25541872042
2270,204894.08471211768
2271,233801.98268764908
2272,243651.51705732243
2273,173492.58190365788
2274,203982.5656972872
2275,167160.35248430073
2276,182664.6683665011
2277,200417.85716349992
2278,175175.5524240085
2279,105972.1391145594
2280,94985.06872637896
2281,164966.57377664046
2282,185652.19500099448
2283,121683.91135473689
2284,107671.6766909071
2285,147418.73691789038
2286,122584.07068104472
2287,310705.0930615058
2288,255851.795486531
